,,,,,,,,
,,,,,,,,
Connecticut 2011 Cohort Graduation Rates By District ,,,,,,,,
,,,,,,,,
,,Graduates,Non-Graduates,,,,,
,Not Eligible For Lunch,83.3,7.7,0.0,9.0,,,
,Special Education,60.3,25.6,0.0,14.1,,,
,Non-Special Education,78.8,7.6,0.0,13.6,,,
Brookfield School District,All Students,94.7,2.3,0.0,3.0,,,
,Hispanic,100.0,0.0,0.0,0.0,,,
,Non-Hispanic,94.6,2.3,0.0,3.1,,,
,Asian American ,*,*,*,*,,,
,Black,*,*,*,*,,,
,White,94.4,2.4,0.0,3.2,,,
,Male,93.1,3.5,0.0,3.5,,,
,Female,96.7,0.8,0.0,2.5,,,
,ELL,*,*,*,*,,,
,Non-ELL,95.0,1.9,0.0,3.1,,,
,Eligible For Lunch,83.3,0.0,0.0,16.7,,,
,Not Eligible For Lunch,95.0,2.3,0.0,2.7,,,
,Special Education,83.3,16.7,0.0,0.0,,,
,Non-Special Education,95.3,1.6,0.0,3.2,,,
Canton School District,All Students,94.2,3.3,0.0,2.5,,,
,Hispanic,*,*,*,*,,,
,Non-Hispanic,94.0,3.4,0.0,2.6,,,
,Asian American ,*,*,*,*,,,
,Black,*,*,*,*,,,
,White,93.7,3.6,0.0,2.7,,,
,Male,93.8,3.1,0.0,3.1,,,
,Female,94.6,3.6,0.0,1.8,,,
,ELL,*,*,*,*,,,
,Non-ELL,94.1,3.4,0.0,2.5,,,
,Eligible For Lunch,*,*,*,*,,,
,Not Eligible For Lunch,94.1,3.4,0.0,2.5,,,
,Special Education,82.4,17.6,0.0,0.0,,,
,Non-Special Education,96.1,1.0,0.0,2.9,,,
Cheshire School District,All Students,94.9,3.5,0.0,1.6,,,
,Hispanic,100.0,0.0,0.0,0.0,,,
,Non-Hispanic,94.7,3.6,0.0,1.7,,,
,Asian American ,100.0,0.0,0.0,0.0,,,
,Black,85.7,7.1,0.0,7.1,,,
,White,94.7,3.7,0.0,1.5,,,
,Male,92.4,5.2,0.0,2.4,,,
,Female,98.2,1.2,0.0,0.6,,,
,ELL,*,*,*,*,,,
,Non-ELL,94.9,3.5,0.0,1.6,,,
,Eligible For Lunch,88.9,11.1,0.0,0.0,,,
,Not Eligible For Lunch,95.2,3.1,0.0,1.7,,,
,Special Education,70.7,24.4,0.0,4.9,,,
,Non-Special Education,97.9,0.9,0.0,1.2,,,
Clinton School District,All Students,92.4,5.5,0.0,2.1,,,
,Hispanic,100.0,0.0,0.0,0.0,,,
,Non-Hispanic,91.7,6.0,0.0,2.3,,,
,Asian American ,*,*,*,*,,,
,Black,*,*,*,*,,,
,White,91.3,6.3,0.0,2.4,,,
,Male,86.6,10.4,0.0,3.0,,,
,Female,97.4,1.3,0.0,1.3,,,
,ELL,*,*,*,*,,,
,Non-ELL,92.3,5.6,0.0,2.1,,,
,Eligible For Lunch,86.7,6.7,0.0,6.7,,,
,Not Eligible For Lunch,93.1,5.4,0.0,1.5,,,
,Special Education,89.5,10.5,0.0,0.0,,,
,Non-Special Education,92.9,4.8,0.0,2.4,,,
Colchester School District,All Students,92.8,4.8,0.0,2.4,,,
,Hispanic,100.0,0.0,0.0,0.0,,,
,Non-Hispanic,92.6,4.9,0.0,2.5,,,
,American Indian,*,*,*,*,,,
,Asian American ,*,*,*,*,,,
,Black,85.7,0.0,0.0,14.3,,,
,White,93.0,5.2,0.0,1.7,,,
,Male,88.3,8.6,0.0,3.1,,,
,Female,97.5,0.8,0.0,1.6,,,
,ELL,*,*,*,*,,,
,Non-ELL,92.7,4.8,0.0,2.4,,,
,Eligible For Lunch,78.9,10.5,0.0,10.5,,,
,Not Eligible For Lunch,93.9,4.3,0.0,1.7,,,
,Special Education,84.6,7.7,0.0,7.7,,,
,Non-Special Education,93.8,4.5,0.0,1.8,,,
Coventry School District,All Students,90.2,5.2,0.0,4.6,,,
,Hispanic,*,*,*,*,,,
,Non-Hispanic,90.6,4.7,0.0,4.7,,,
,Asian American ,*,*,*,*,,,
,Black,*,*,*,*,,,
,White,90.3,4.8,0.0,4.8,,,
,Male,88.1,6.0,0.0,6.0,,,
,Female,91.9,4.7,0.0,3.5,,,
,Non-ELL,90.2,5.2,0.0,4.6,,,
,Eligible For Lunch,87.5,6.3,0.0,6.3,,,
,Not Eligible For Lunch,90.5,5.1,0.0,4.4,,,
,Special Education,65.0,20.0,0.0,15.0,,,
,Non-Special Education,94.0,3.0,0.0,3.0,,,
Cromwell School District,All Students,93.5,3.5,0.0,2.9,,,
,Hispanic,*,*,*,*,,,
,Non-Hispanic,93.4,3.6,0.0,3.0,,,
,Asian American ,*,*,*,*,,,
,Black,92.3,0.0,0.0,7.7,,,
,White,93.3,4.0,0.0,2.7,,,
,Male,92.1,5.3,0.0,2.6,,,
,Female,94.7,2.1,0.0,3.2,,,
,ELL,*,*,*,*,,,
,Non-ELL,93.5,3.6,0.0,3.0,,,
,Eligible For Lunch,81.3,0.0,0.0,18.8,,,
,Not Eligible For Lunch,94.8,3.9,0.0,1.3,,,
,Special Education,60.9,26.1,0.0,13.0,,,
,Non-Special Education,98.6,0.0,0.0,1.4,,,
Danbury School District,All Students,77.2,9.9,0.0,12.9,,,
,Hispanic,70.7,12.2,0.0,17.0,,,
,Non-Hispanic,80.0,8.9,0.0,11.2,,,
,American Indian,*,*,*,*,,,
,Asian American ,82.0,8.2,0.0,9.8,,,
,Black,76.2,10.7,0.0,13.1,,,
,White,80.4,8.6,0.0,11.0,,,
,Male,72.8,12.5,0.0,14.8,,,
,Female,81.9,7.1,0.0,11.0,,,
,ELL,59.5,15.5,0.0,25.0,,,
,Non-ELL,80.4,8.9,0.0,10.7,,,
,Eligible For Lunch,65.0,14.1,0.0,20.9,,,
,Not Eligible For Lunch,82.6,8.0,0.0,9.4,,,
,Special Education,57.9,26.3,0.0,15.8,,,
,Non-Special Education,79.3,8.1,0.0,12.6,,,
Darien School District,All Students,95.7,2.1,0.0,2.1,,,
,Hispanic,92.3,0.0,0.0,7.7,,,
,Non-Hispanic,95.9,2.2,0.0,1.9,,,
,American Indian,*,*,*,*,,,
,Asian American ,100.0,0.0,0.0,0.0,,,
,Black,*,*,*,*,,,
,White,95.7,2.3,0.0,2.0,,,
,Male,94.0,3.6,0.0,2.4,,,
,Female,97.5,0.6,0.0,1.9,,,
,ELL,*,*,*,*,,,
,Non-ELL,95.7,2.2,0.0,2.2,,,
,Eligible For Lunch,*,*,*,*,,,
,Not Eligible For Lunch,96.0,2.2,0.0,1.9,,,
,Special Education,88.9,11.1,0.0,0.0,,,
,Non-Special Education,96.6,1.0,0.0,2.4,,,
Derby School District,All Students,71.2,12.8,0.0,16.0,,,
,Hispanic,72.7,18.2,0.0,9.1,,,
,Non-Hispanic,70.9,11.7,0.0,17.5,,,
,Asian American ,*,*,*,*,,,
,Black,54.5,18.2,0.0,27.3,,,
,White,75.0,10.0,0.0,15.0,,,
,Male,62.3,15.9,0.0,21.7,,,
,Female,82.1,8.9,0.0,8.9,,,
,ELL,*,*,*,*,,,
,Non-ELL,70.7,13.0,0.0,16.3,,,
,Eligible For Lunch,62.3,18.9,0.0,18.9,,,
,Not Eligible For Lunch,77.8,8.3,0.0,13.9,,,
,Special Education,66.7,11.1,0.0,22.2,,,
,Non-Special Education,71.6,12.9,0.0,15.5,,,
East Granby School District,All Students,96.1,1.3,0.0,2.6,,,
,Hispanic,*,*,*,*,,,
,Non-Hispanic,96.0,1.3,0.0,2.7,,,
,Asian American ,*,*,*,*,,,
,Black,*,*,*,*,,,
,White,95.8,1.4,0.0,2.8,,,
,Male,94.6,2.7,0.0,2.7,,,
,Female,97.4,0.0,0.0,2.6,,,
,Non-ELL,96.1,1.3,0.0,2.6,,,
,Not Eligible For Lunch,96.1,1.3,0.0,2.6,,,
,Special Education,85.7,0.0,0.0,14.3,,,
,Non-Special Education,97.1,1.4,0.0,1.4,,,
East Haddam School District,All Students,91.8,1.0,0.0,7.2,,,
,Hispanic,*,*,*,*,,,
,Non-Hispanic,91.7,1.0,0.0,7.3,,,
,Asian American ,*,*,*,*,,,
,Black,*,*,*,*,,,
,White,93.5,0.0,0.0,6.5,,,
,Male,90.0,0.0,0.0,10.0,,,
,Female,93.6,2.1,0.0,4.3,,,
,Non-ELL,91.8,1.0,0.0,7.2,,,
,Eligible For Lunch,77.8,11.1,0.0,11.1,,,
,Not Eligible For Lunch,93.2,0.0,0.0,6.8,,,
,Special Education,*,*,*,*,,,
,Non-Special Education,92.4,0.0,0.0,7.6,,,
East Hampton School District,All Students,91.4,2.9,0.0,5.8,,,
,Hispanic,*,*,*,*,,,
,Non-Hispanic,91.2,2.9,0.0,5.9,,,
,Asian American ,*,*,*,*,,,
,White,91.0,3.0,0.0,6.0,,,
,Male,89.0,4.1,0.0,6.8,,,
,Female,93.9,1.5,0.0,4.5,,,
,Non-ELL,91.4,2.9,0.0,5.8,,,
,Eligible For Lunch,77.8,0.0,0.0,22.2,,,
,Not Eligible For Lunch,92.3,3.1,0.0,4.6,,,
,Special Education,64.3,21.4,0.0,14.3,,,
,Non-Special Education,94.4,0.8,0.0,4.8,,,
East Hartford School District,All Students,79.6,8.7,0.0,11.7,,,
,Hispanic,74.3,11.8,0.0,13.9,,,
,Non-Hispanic,82.0,7.3,0.0,10.7,,,
,American Indian,*,*,*,*,,,
,Asian American ,96.3,0.0,0.0,3.7,,,
,Black,77.6,9.6,0.0,12.8,,,
,White,85.7,5.6,0.0,8.7,,,
,Male,74.7,12.7,0.0,12.7,,,
,Female,84.3,4.9,0.0,10.8,,,
,ELL,76.5,17.6,0.0,5.9,,,
,Non-ELL,79.8,8.2,0.0,12.1,,,
,Eligible For Lunch,74.5,12.5,0.0,13.1,,,
,Not Eligible For Lunch,85.6,4.3,0.0,10.1,,,
,Special Education,61.3,22.5,0.0,16.3,,,
,Non-Special Education,82.4,6.6,0.0,11.0,,,
East Haven School District,All Students,85.0,5.3,0.0,9.7,,,
,Hispanic,82.4,8.8,0.0,8.8,,,
,Non-Hispanic,85.3,4.9,0.0,9.8,,,
,Asian American ,93.3,0.0,0.0,6.7,,,
,Black,75.0,0.0,0.0,25.0,,,
,White,85.2,5.3,0.0,9.5,,,
,Male,81.1,8.1,0.0,10.8,,,
,Female,88.8,2.6,0.0,8.6,,,
,ELL,71.4,21.4,0.0,7.1,,,
,Non-ELL,85.7,4.5,0.0,9.8,,,
,Eligible For Lunch,70.6,5.9,0.0,23.5,,,
,Not Eligible For Lunch,89.2,5.2,0.0,5.6,,,
,Special Education,58.6,20.7,0.0,20.7,,,
,Non-Special Education,87.8,3.7,0.0,8.5,,,
East Lyme School District,All Students,96.3,1.5,0.0,2.2,,,
,Hispanic,100.0,0.0,0.0,0.0,,,
,Non-Hispanic,96.2,1.6,0.0,2.2,,,
,American Indian,*,*,*,*,,,
,Asian American ,90.9,0.0,0.0,9.1,,,
,Black,*,*,*,*,,,
,White,96.5,1.7,0.0,1.7,,,
,Male,94.4,2.5,0.0,3.1,,,
,Female,98.2,0.6,0.0,1.2,,,
,Non-ELL,96.3,1.5,0.0,2.2,,,
,Eligible For Lunch,100.0,0.0,0.0,0.0,,,
,Not Eligible For Lunch,96.2,1.6,0.0,2.2,,,
,Special Education,94.4,5.6,0.0,0.0,,,
,Non-Special Education,96.5,1.0,0.0,2.4,,,
East Windsor School District,All Students,81.7,8.6,0.0,9.7,,,
,Hispanic,*,*,*,*,,,
,Non-Hispanic,84.3,7.9,0.0,7.9,,,
,Asian American ,*,*,*,*,,,
,Black,80.0,6.7,0.0,13.3,,,
,White,84.9,8.2,0.0,6.8,,,
,Male,83.3,6.3,0.0,10.4,,,
,Female,80.0,11.1,0.0,8.9,,,
,ELL,*,*,*,*,,,
,Non-ELL,82.6,7.6,0.0,9.8,,,
,Eligible For Lunch,69.0,17.2,0.0,13.8,,,
,Not Eligible For Lunch,87.5,4.7,0.0,7.8,,,
,Special Education,83.3,16.7,0.0,0.0,,,
,Non-Special Education,81.5,7.4,0.0,11.1,,,
Ellington School District,All Students,94.5,2.2,0.0,3.3,,,
,Hispanic,*,*,*,*,,,
,Non-Hispanic,95.0,1.7,0.0,3.4,,,
,American Indian,*,*,*,*,,,
,Asian American ,*,*,*,*,,,
,Black,*,*,*,*,,,
,White,94.7,1.8,0.0,3.5,,,
,Male,89.3,4.8,0.0,6.0,,,
,Female,99.0,0.0,0.0,1.0,,,
,ELL,*,*,*,*,,,
,Non-ELL,94.4,2.2,0.0,3.3,,,
,Eligible For Lunch,75.0,12.5,0.0,12.5,,,
,Not Eligible For Lunch,95.4,1.7,0.0,2.9,,,
,Special Education,94.1,5.9,0.0,0.0,,,
,Non-Special Education,94.5,1.8,0.0,3.6,,,
Enfield School District,All Students,81.3,8.8,0.0,9.9,,,
,Hispanic,54.2,12.5,0.0,33.3,,,
,Non-Hispanic,82.6,8.6,0.0,8.8,,,
,American Indian,*,*,*,*,,,
,Asian American ,100.0,0.0,0.0,0.0,,,
,Black,73.3,10.0,0.0,16.7,,,
,White,82.9,8.6,0.0,8.6,,,
,Male,77.5,12.3,0.0,10.1,,,
,Female,85.5,4.8,0.0,9.6,,,
,ELL,*,*,*,*,,,
,Non-ELL,81.2,8.8,0.0,10.0,,,
,Eligible For Lunch,61.5,12.5,0.0,26.0,,,
,Not Eligible For Lunch,85.8,7.9,0.0,6.3,,,
,Special Education,53.7,27.8,0.0,18.5,,,
,Non-Special Education,84.5,6.6,0.0,8.9,,,
Fairfield School District,All Students,93.3,4.0,0.0,2.7,,,
,Hispanic,73.7,10.5,0.0,15.8,,,
,Non-Hispanic,94.5,3.6,0.0,1.9,,,
,Asian American ,97.1,2.9,0.0,0.0,,,
,Black,87.9,9.1,0.0,3.0,,,
,White,94.7,3.3,0.0,2.0,,,
,Male,89.6,6.0,0.0,4.4,,,
,Female,96.8,2.1,0.0,1.2,,,
,ELL,57.1,35.7,0.0,7.1,,,
,Non-ELL,94.1,3.3,0.0,2.6,,,
,Eligible For Lunch,81.4,11.6,0.0,7.0,,,
,Not Eligible For Lunch,94.1,3.4,0.0,2.4,,,
,Special Education,69.0,24.1,0.0,6.9,,,
,Non-Special Education,95.7,2.0,0.0,2.3,,,
Farmington School District,All Students,94.7,1.2,0.0,4.1,,,
,Hispanic,62.5,12.5,0.0,25.0,,,
,Non-Hispanic,95.5,0.9,0.0,3.6,,,
,Asian American ,100.0,0.0,0.0,0.0,,,
,Black,77.3,0.0,0.0,22.7,,,
,White,96.5,1.0,0.0,2.4,,,
,Male,93.6,2.3,0.0,4.1,,,
,Female,95.8,0.0,0.0,4.2,,,
,ELL,*,*,*,*,,,
,Non-ELL,95.2,0.9,0.0,3.9,,,
,Eligible For Lunch,73.1,3.8,0.0,23.1,,,
,Not Eligible For Lunch,96.5,1.0,0.0,2.6,,,
,Special Education,90.0,10.0,0.0,0.0,,,
,Non-Special Education,95.1,0.3,0.0,4.5,,,
Glastonbury School District,All Students,96.4,2.0,0.2,1.5,,,
,Hispanic,100.0,0.0,0.0,0.0,,,
,Non-Hispanic,96.3,2.1,0.2,1.5,,,
,American Indian,*,*,*,*,,,
,Asian American ,97.9,0.0,0.0,2.1,,,
,Black,91.3,4.3,0.0,4.3,,,
,White,96.3,2.2,0.2,1.3,,,
,Male,96.6,1.1,0.4,1.9,,,
,Female,96.1,2.8,0.0,1.1,,,
,ELL,*,*,*,*,,,
,Non-ELL,96.4,2.0,0.2,1.5,,,
,Eligible For Lunch,88.9,3.7,0.0,7.4,,,
,Not Eligible For Lunch,96.8,1.9,0.2,1.1,,,
,Special Education,80.3,14.1,1.4,4.2,,,
,Non-Special Education,98.8,0.2,0.0,1.0,,,
Granby School District,All Students,96.9,2.1,0.0,1.0,,,
,Hispanic,*,*,*,*,,,
,Non-Hispanic,96.9,2.1,0.0,1.0,,,
,American Indian,*,*,*,*,,,
,Asian American ,*,*,*,*,,,
,Black,*,*,*,*,,,
,White,97.3,2.2,0.0,0.5,,,
,Male,96.2,2.9,0.0,1.0,,,
,Female,97.8,1.1,0.0,1.1,,,
,Non-ELL,96.9,2.1,0.0,1.0,,,
,Eligible For Lunch,83.3,0.0,0.0,16.7,,,
,Not Eligible For Lunch,97.3,2.1,0.0,0.5,,,
,Special Education,92.3,7.7,0.0,0.0,,,
,Non-Special Education,97.2,1.7,0.0,1.1,,,
Greenwich School District,All Students,94.5,4.1,0.0,1.4,,,
,Hispanic,90.4,6.4,0.0,3.2,,,
,Non-Hispanic,95.2,3.7,0.0,1.1,,,
,American Indian,*,*,*,*,,,
,Asian American ,93.2,2.3,0.0,4.5,,,
,Black,78.9,21.1,0.0,0.0,,,
,White,96.0,3.2,0.0,0.8,,,
,Male,94.5,3.7,0.0,1.7,,,
,Female,94.4,4.6,0.0,1.1,,,
,ELL,80.0,6.7,0.0,13.3,,,
,Non-ELL,95.2,4.0,0.0,0.8,,,
,Eligible For Lunch,89.1,7.8,0.0,3.1,,,
,Not Eligible For Lunch,95.1,3.7,0.0,1.2,,,
,Special Education,78.5,20.0,0.0,1.5,,,
,Non-Special Education,96.3,2.3,0.0,1.4,,,
Griswold School District,All Students,81.0,7.0,0.0,12.0,,,
,Hispanic,66.7,16.7,0.0,16.7,,,
,Non-Hispanic,81.4,6.7,0.0,11.9,,,
,American Indian,57.1,28.6,0.0,14.3,,,
,Asian American ,*,*,*,*,,,
,Black,*,*,*,*,,,
,White,82.9,5.5,0.0,11.6,,,
,Male,76.6,8.5,0.0,14.9,,,
,Female,84.9,5.7,0.0,9.4,,,
,Non-ELL,81.0,7.0,0.0,12.0,,,
,Eligible For Lunch,60.0,11.4,0.0,28.6,,,
,Not Eligible For Lunch,85.5,6.1,0.0,8.5,,,
,Special Education,31.8,31.8,0.0,36.4,,,
,Non-Special Education,87.1,3.9,0.0,9.0,,,
Groton School District,All Students,80.7,3.3,0.0,16.1,,,
,Hispanic,68.6,8.6,0.0,22.9,,,
,Non-Hispanic,82.1,2.7,0.0,15.3,,,
,American Indian,*,*,*,*,,,
,Asian American ,87.5,0.0,0.0,12.5,,,
,Black,77.6,4.1,0.0,18.4,,,
,White,83.1,2.7,0.0,14.2,,,
,Male,79.0,5.7,0.0,15.3,,,
,Female,82.1,1.1,0.0,16.8,,,
,ELL,71.4,0.0,0.0,28.6,,,
,Non-ELL,80.9,3.3,0.0,15.8,,,
,Eligible For Lunch,63.5,5.8,0.0,30.8,,,
,Not Eligible For Lunch,88.4,2.2,0.0,9.5,,,
,Special Education,50.0,26.5,0.0,23.5,,,
,Non-Special Education,84.1,0.7,0.0,15.2,,,
Guilford School District,All Students,94.5,1.8,0.0,3.7,,,
,Hispanic,91.7,0.0,0.0,8.3,,,
,Non-Hispanic,94.6,1.9,0.0,3.5,,,
,Asian American ,100.0,0.0,0.0,0.0,,,
,Black,*,*,*,*,,,
,White,94.8,1.6,0.0,3.6,,,
,Male,94.5,1.6,0.0,3.9,,,
,Female,94.4,2.1,0.0,3.5,,,
,ELL,*,*,*,*,,,
,Non-ELL,94.8,1.9,0.0,3.3,,,
,Eligible For Lunch,81.3,0.0,0.0,18.8,,,
,Not Eligible For Lunch,95.3,2.0,0.0,2.7,,,
,Special Education,84.6,11.5,0.0,3.8,,,
,Non-Special Education,95.5,0.8,0.0,3.7,,,
Hamden School District,All Students,83.3,7.3,0.0,9.4,,,
,Hispanic,75.0,14.7,0.0,10.3,,,
,Non-Hispanic,84.4,6.4,0.0,9.3,,,
,Asian American ,91.7,8.3,0.0,0.0,,,
,Black,74.2,9.4,0.0,16.4,,,
,White,91.5,3.9,0.0,4.6,,,
,Male,80.9,10.4,0.0,8.7,,,
,Female,85.8,4.2,0.0,10.1,,,
,ELL,90.9,9.1,0.0,0.0,,,
,Non-ELL,83.1,7.3,0.0,9.6,,,
,Eligible For Lunch,66.0,14.6,0.0,19.4,,,
,Not Eligible For Lunch,88.9,5.0,0.0,6.1,,,
,Special Education,68.4,21.1,0.0,10.5,,,
,Non-Special Education,85.5,5.3,0.0,9.2,,,
Hartford School District,All Students,63.2,11.4,0.1,25.3,,,
,Hispanic,53.4,13.8,0.1,32.7,,,
,Non-Hispanic,72.7,9.1,0.0,18.2,,,
,American Indian,*,*,*,*,,,
,Asian American ,69.7,21.2,0.0,9.1,,,
,Black,70.7,9.5,0.0,19.8,,,
,White,86.8,3.5,0.0,9.6,,,
,Male,60.1,13.7,0.1,26.1,,,
,Female,66.4,9.1,0.0,24.6,,,
,ELL,47.1,13.6,0.4,38.9,,,
,Non-ELL,66.3,11.0,0.0,22.7,,,
,Eligible For Lunch,60.8,12.0,0.1,27.1,,,
,Not Eligible For Lunch,84.2,6.1,0.0,9.7,,,
,Special Education,43.8,21.4,0.4,34.4,,,
,Non-Special Education,67.2,9.3,0.0,23.4,,,
Killingly School District,All Students,70.7,6.6,0.0,22.7,,,
,Hispanic,16.7,0.0,0.0,83.3,,,
,Non-Hispanic,72.4,6.8,0.0,20.8,,,
,American Indian,*,*,*,*,,,
,Asian American ,50.0,0.0,0.0,50.0,,,
,Black,*,*,*,*,,,
,White,72.2,7.2,0.0,20.6,,,
,Male,63.3,11.1,0.0,25.6,,,
,Female,76.9,2.8,0.0,20.4,,,
,ELL,*,*,*,*,,,
,Non-ELL,70.8,6.7,0.0,22.6,,,
,Eligible For Lunch,50.0,10.3,0.0,39.7,,,
,Not Eligible For Lunch,79.3,5.0,0.0,15.7,,,
,Special Education,40.7,25.9,0.0,33.3,,,
