,Hispanic,84.0,4.0,0.0,12.0,,,,,,,,,
,Non-Hispanic,92.6,3.3,0.0,4.1,,,,,,,,,
,Indian,*,*,*,*,,,,,,,,,
,Asian,100.0,0.0,0.0,0.0,,,,,,,,,
,Black,85.7,14.2,0.0,0.0,,,,,,,,,
,White,92.1,3.2,0.0,4.6,,,,,,,,,
,Male,89.9,4.4,0.0,5.8,,,,,,,,,
,Female,93.8,2.3,0.0,3.9,,,,,,,,,
,ELL,*,*,*,*,,,,,,,,,
,Non-ELL,92.4,2.7,0.0,4.9,,,,,,,,,
,Eligible For Lunch,88.5,7.7,0.0,3.8,,,,,,,,,
,Not Eligible For Lunch,92.1,2.9,0.0,5.0,,,,,,,,,
,Special Education,63.6,18.1,0.0,18.2,,,,,,,,,
,Non-Special Education,94.3,2.0,0.0,3.7,,,,,,,,,
Bloomfield School District,All Students,76.7,10.0,0.6,12.8,,,,,,,,,
,Hispanic,84.6,7.7,0.0,7.7,,,,,,,,,
,Non-Hispanic,76.1,10.1,0.6,13.2,,,,,,,,,
,Asian,*,*,*,*,,,,,,,,,
,Black,76.5,11.1,0.7,11.8,,,,,,,,,
,White,66.7,0.0,0.0,33.3,,,,,,,,,
,Male,71.9,14.6,1.1,12.4,,,,,,,,,
,Female,81.3,5.5,0.0,13.2,,,,,,,,,
,Non-ELL,76.7,10.0,0.6,12.8,,,,,,,,,
,Eligible For Lunch,73.7,11.8,0.0,14.5,,,,,,,,,
,Not Eligible For Lunch,78.9,8.7,1.0,11.5,,,,,,,,,
,Special Education,60.0,20.0,0.0,20.0,,,,,,,,,
,Non-Special Education,78.8,8.8,0.6,11.9,,,,,,,,,
Bolton School District,All Students,95.5,0.0,0.0,4.5,,,,,,,,,
,Non-Hispanic,95.5,0.0,0.0,4.5,,,,,,,,,
,Indian,*,*,*,*,,,,,,,,,
,Asian,*,*,*,*,,,,,,,,,
,Black,*,*,*,*,,,,,,,,,
,White,95.2,0.0,0.0,4.8,,,,,,,,,
,Male,94.6,0.0,0.0,5.4,,,,,,,,,
,Female,96.7,0.0,0.0,3.3,,,,,,,,,
,Non-ELL,95.5,0.0,0.0,4.5,,,,,,,,,
,Eligible For Lunch,*,*,*,*,,,,,,,,,
,Not Eligible For Lunch,96.8,0.0,0.0,3.2,,,,,,,,,
,Special Education,*,*,*,*,,,,,,,,,
,Non-Special Education,95.5,0.0,0.0,4.5,,,,,,,,,
Branford School District,All Students,89.9,4.1,0.0,6.0,,,,,,,,,
,Hispanic,66.7,11.1,0.0,22.2,,,,,,,,,
,Non-Hispanic,90.6,3.9,0.0,5.5,,,,,,,,,
,Indian,*,*,*,*,,,,,,,,,
,Asian,79.0,5.3,0.0,15.8,,,,,,,,,
,Black,80.0,0.0,0.0,20.0,,,,,,,,,
,White,91.7,4.0,0.0,4.3,,,,,,,,,
,Male,90.7,4.7,0.0,4.7,,,,,,,,,
,Female,89.2,3.6,0.0,7.2,,,,,,,,,
,ELL,*,*,*,*,,,,,,,,,
,Non-ELL,90.1,4.1,0.0,5.7,,,,,,,,,
,Eligible For Lunch,73.0,8.1,0.0,18.9,,,,,,,,,
,Not Eligible For Lunch,92.1,3.6,0.0,4.3,,,,,,,,,
,Special Education,75.8,21.2,0.0,3.0,,,,,,,,,
,Non-Special Education,91.6,2.1,0.0,6.3,,,,,,,,,
Bridgeport School District,All Students,55.5,13.0,0.0,31.5,,,,,,,,,
,Hispanic,51.0,13.7,0.0,35.2,,,,,,,,,
,Non-Hispanic,58.9,12.5,0.0,28.6,,,,,,,,,
,Indian,*,*,*,*,,,,,,,,,
,Asian,68.9,8.9,0.0,22.2,,,,,,,,,
,Black,59.1,12.4,0.0,28.5,,,,,,,,,
,White,55.1,13.7,0.0,31.2,,,,,,,,,
,Male,48.2,17.5,0.0,34.2,,,,,,,,,
,Female,62.5,8.7,0.0,28.8,,,,,,,,,
,ELL,48.3,11.4,0.0,40.3,,,,,,,,,
,Non-ELL,56.6,13.3,0.0,30.0,,,,,,,,,
,Eligible For Lunch,56.2,12.8,0.0,30.9,,,,,,,,,
,Not Eligible For Lunch,45.9,15.6,0.0,38.5,,,,,,,,,
,Special Education,36.4,27.8,0.0,35.8,,,,,,,,,
,Non-Special Education,58.1,11.0,0.0,30.9,,,,,,,,,
Bristol School District,All Students,80.8,12.2,0.0,7.0,,,,,,,,,
,Hispanic,56.0,25.3,0.0,18.7,,,,,,,,,
,Non-Hispanic,84.0,10.4,0.0,5.5,,,,,,,,,
,Indian,*,*,*,*,,,,,,,,,
,Asian,92.3,7.7,0.0,0.0,,,,,,,,,
,Black,63.5,23.0,0.0,13.5,,,,,,,,,
,White,85.9,9.2,0.0,4.8,,,,,,,,,
,Male,76.0,16.6,0.0,7.4,,,,,,,,,
,Female,85.3,8.0,0.0,6.7,,,,,,,,,
,ELL,50.0,18.7,0.0,31.3,,,,,,,,,
,Non-ELL,81.5,12.0,0.0,6.4,,,,,,,,,
,Eligible For Lunch,61.0,21.4,0.0,17.5,,,,,,,,,
,Not Eligible For Lunch,87.0,9.3,0.0,3.7,,,,,,,,,
,Special Education,52.6,35.5,0.0,11.8,,,,,,,,,
,Non-Special Education,84.6,9.1,0.0,6.4,,,,,,,,,
Brookfield School District,All Students,90.5,3.5,0.7,5.3,,,,,,,,,
,Hispanic,*,*,*,*,,,,,,,,,
,Non-Hispanic,90.8,3.6,0.7,5.0,,,,,,,,,
,Asian,100.0,0.0,0.0,0.0,,,,,,,,,
,Black,*,*,*,*,,,,,,,,,
,White,90.8,3.7,0.4,5.2,,,,,,,,,
,Male,90.1,4.0,0.7,5.3,,,,,,,,,
,Female,91.0,3.0,0.8,5.2,,,,,,,,,
,ELL,*,*,*,*,,,,,,,,,
,Non-ELL,90.8,3.6,0.7,5.0,,,,,,,,,
,Eligible For Lunch,100.0,0.0,0.0,0.0,,,,,,,,,
,Not Eligible For Lunch,90.4,3.6,0.7,5.4,,,,,,,,,
,Special Education,61.5,23.0,7.7,7.7,,,,,,,,,
,Non-Special Education,91.9,2.6,0.4,5.1,,,,,,,,,
Canton School District,All Students,90.7,2.2,0.0,7.2,,,,,,,,,
,Hispanic,*,*,*,*,,,,,,,,,
,Non-Hispanic,90.4,2.2,0.0,7.4,,,,,,,,,
,Asian,*,*,*,*,,,,,,,,,
,Black,*,*,*,*,,,,,,,,,
,White,90.8,2.3,0.0,6.9,,,,,,,,,
,Male,90.8,4.0,0.0,5.3,,,,,,,,,
,Female,90.5,0.0,0.0,9.5,,,,,,,,,
,ELL,*,*,*,*,,,,,,,,,
,Non-ELL,92.0,2.2,0.0,5.8,,,,,,,,,
,Eligible For Lunch,*,*,*,*,,,,,,,,,
,Not Eligible For Lunch,93.1,1.5,0.0,5.3,,,,,,,,,
,Special Education,75.0,12.5,0.0,12.5,,,,,,,,,
,Non-Special Education,92.7,0.8,0.0,6.5,,,,,,,,,
Cheshire School District,All Students,93.9,3.4,0.0,2.7,,,,,,,,,
,Hispanic,76.9,15.3,0.0,7.7,,,,,,,,,
,Non-Hispanic,94.5,3.0,0.0,2.5,,,,,,,,,
,Indian,*,*,*,*,,,,,,,,,
,Asian,96.0,4.0,0.0,0.0,,,,,,,,,
,Black,100.0,0.0,0.0,0.0,,,,,,,,,
,White,94.5,2.8,0.0,2.8,,,,,,,,,
,Male,93.6,3.2,0.0,3.2,,,,,,,,,
,Female,94.3,3.6,0.0,2.1,,,,,,,,,
,ELL,*,*,*,*,,,,,,,,,
,Non-ELL,94.1,3.2,0.0,2.7,,,,,,,,,
,Eligible For Lunch,70.0,20.0,0.0,10.0,,,,,,,,,
,Not Eligible For Lunch,94.5,3.0,0.0,2.5,,,,,,,,,
,Special Education,69.1,26.1,0.0,4.8,,,,,,,,,
,Non-Special Education,96.7,0.8,0.0,2.4,,,,,,,,,
Clinton School District,All Students,83.6,7.3,0.0,9.1,,,,,,,,,
,Hispanic,88.9,0.0,0.0,11.1,,,,,,,,,
,Non-Hispanic,83.3,7.7,0.0,9.0,,,,,,,,,
,Asian,85.7,14.2,0.0,0.0,,,,,,,,,
,Black,*,*,*,*,,,,,,,,,
,White,83.1,7.4,0.0,9.5,,,,,,,,,
,Male,81.2,10.5,0.0,8.2,,,,,,,,,
,Female,86.3,3.8,0.0,10.0,,,,,,,,,
,ELL,*,*,*,*,,,,,,,,,
,Non-ELL,84.0,6.8,0.0,9.3,,,,,,,,,
,Eligible For Lunch,71.4,14.2,0.0,14.3,,,,,,,,,
,Not Eligible For Lunch,84.8,6.6,0.0,8.6,,,,,,,,,
,Special Education,60.7,25.0,0.0,14.3,,,,,,,,,
,Non-Special Education,88.3,3.7,0.0,8.0,,,,,,,,,
Colchester School District,All Students,89.8,7.5,0.0,2.7,,,,,,,,,
,Hispanic,84.6,15.3,0.0,0.0,,,,,,,,,
,Non-Hispanic,90.1,7.0,0.0,2.9,,,,,,,,,
,Indian,*,*,*,*,,,,,,,,,
,Asian,*,*,*,*,,,,,,,,,
,Black,88.9,11.1,0.0,0.0,,,,,,,,,
,White,90.8,6.6,0.0,2.6,,,,,,,,,
,Male,89.9,7.4,0.0,2.7,,,,,,,,,
,Female,89.7,7.5,0.0,2.8,,,,,,,,,
,ELL,*,*,*,*,,,,,,,,,
,Non-ELL,90.1,7.1,0.0,2.8,,,,,,,,,
,Eligible For Lunch,80.0,20.0,0.0,0.0,,,,,,,,,
,Not Eligible For Lunch,90.6,6.4,0.0,3.0,,,,,,,,,
,Special Education,69.6,26.0,0.0,4.3,,,,,,,,,
,Non-Special Education,91.8,5.6,0.0,2.6,,,,,,,,,
Coventry School District,All Students,86.1,9.3,0.0,4.7,,,,,,,,,
,Hispanic,*,*,*,*,,,,,,,,,
,Non-Hispanic,86.6,8.7,0.0,4.7,,,,,,,,,
,Asian,*,*,*,*,,,,,,,,,
,White,86.5,8.7,0.0,4.8,,,,,,,,,
,Male,81.3,13.3,0.0,5.3,,,,,,,,,
,Female,92.6,3.7,0.0,3.7,,,,,,,,,
,Non-ELL,86.1,9.3,0.0,4.7,,,,,,,,,
,Eligible For Lunch,85.7,7.1,0.0,7.1,,,,,,,,,
,Not Eligible For Lunch,86.1,9.6,0.0,4.3,,,,,,,,,
,Special Education,75.0,20.0,0.0,5.0,,,,,,,,,
,Non-Special Education,88.1,7.3,0.0,4.6,,,,,,,,,
Cromwell School District,All Students,95.1,0.7,0.0,4.2,,,,,,,,,
,Hispanic,100.0,0.0,0.0,0.0,,,,,,,,,
,Non-Hispanic,94.9,0.7,0.0,4.4,,,,,,,,,
,Asian,*,*,*,*,,,,,,,,,
,Black,85.7,0.0,0.0,14.3,,,,,,,,,
,White,95.3,0.8,0.0,3.9,,,,,,,,,
,Male,93.1,0.0,0.0,6.9,,,,,,,,,
,Female,97.2,1.4,0.0,1.4,,,,,,,,,
,ELL,*,*,*,*,,,,,,,,,
,Non-ELL,95.7,0.7,0.0,3.6,,,,,,,,,
,Eligible For Lunch,94.4,0.0,0.0,5.6,,,,,,,,,
,Not Eligible For Lunch,95.2,0.8,0.0,4.0,,,,,,,,,
,Special Education,92.9,0.0,0.0,7.1,,,,,,,,,
,Non-Special Education,95.4,0.8,0.0,3.8,,,,,,,,,
Danbury School District,All Students,74.7,9.6,0.0,15.8,,,,,,,,,
,Hispanic,60.9,16.0,0.0,23.1,,,,,,,,,
,Non-Hispanic,80.5,6.8,0.0,12.7,,,,,,,,,
,Asian,78.1,7.8,0.0,14.1,,,,,,,,,
,Black,77.7,11.7,0.0,10.6,,,,,,,,,
,White,81.6,5.5,0.0,12.9,,,,,,,,,
,Male,69.5,13.0,0.0,17.5,,,,,,,,,
,Female,80.1,5.9,0.0,14.0,,,,,,,,,
,ELL,48.2,21.8,0.0,30.0,,,,,,,,,
,Non-ELL,79.2,7.5,0.0,13.4,,,,,,,,,
,Eligible For Lunch,65.8,17.3,0.0,16.8,,,,,,,,,
,Not Eligible For Lunch,77.5,7.0,0.0,15.4,,,,,,,,,
,Special Education,59.7,28.3,0.0,11.9,,,,,,,,,
,Non-Special Education,76.1,7.7,0.0,16.2,,,,,,,,,
Darien School District,All Students,94.0,1.1,0.0,4.9,,,,,,,,,
,Hispanic,*,*,*,*,,,,,,,,,
,Non-Hispanic,94.0,1.1,0.0,5.0,,,,,,,,,
,Indian,*,*,*,*,,,,,,,,,
,Asian,100.0,0.0,0.0,0.0,,,,,,,,,
,Black,100.0,0.0,0.0,0.0,,,,,,,,,
,White,94.0,1.1,0.0,4.9,,,,,,,,,
,Male,93.2,1.4,0.0,5.5,,,,,,,,,
,Female,94.9,0.7,0.0,4.3,,,,,,,,,
,ELL,*,*,*,*,,,,,,,,,
,Non-ELL,94.0,1.1,0.0,4.9,,,,,,,,,
,Eligible For Lunch,85.7,0.0,0.0,14.3,,,,,,,,,
,Not Eligible For Lunch,94.2,1.1,0.0,4.7,,,,,,,,,
,Special Education,88.2,2.9,0.0,8.8,,,,,,,,,
,Non-Special Education,94.8,0.8,0.0,4.4,,,,,,,,,
Derby School District,All Students,73.2,11.6,0.0,15.2,,,,,,,,,
,Hispanic,66.7,8.3,0.0,25.0,,,,,,,,,
,Non-Hispanic,75.0,12.5,0.0,12.5,,,,,,,,,
,Asian,100.0,0.0,0.0,0.0,,,,,,,,,
,Black,68.4,15.7,0.0,15.8,,,,,,,,,
,White,75.0,12.5,0.0,12.5,,,,,,,,,
,Male,69.1,12.7,0.0,18.2,,,,,,,,,
,Female,77.2,10.5,0.0,12.3,,,,,,,,,
,ELL,100.0,0.0,0.0,0.0,,,,,,,,,
,Non-ELL,72.0,12.1,0.0,15.9,,,,,,,,,
,Eligible For Lunch,62.9,19.3,0.0,17.7,,,,,,,,,
,Not Eligible For Lunch,86.0,2.0,0.0,12.0,,,,,,,,,
,Special Education,87.5,0.0,0.0,12.5,,,,,,,,,
,Non-Special Education,72.1,12.5,0.0,15.4,,,,,,,,,
East Granby School District,All Students,90.2,0.0,0.0,9.8,,,,,,,,,
,Non-Hispanic,90.2,0.0,0.0,9.8,,,,,,,,,
,Indian,*,*,*,*,,,,,,,,,
,Asian,*,*,*,*,,,,,,,,,
,Black,*,*,*,*,,,,,,,,,
,White,88.6,0.0,0.0,11.4,,,,,,,,,
,Male,88.0,0.0,0.0,12.0,,,,,,,,,
,Female,92.3,0.0,0.0,7.7,,,,,,,,,
,Non-ELL,90.2,0.0,0.0,9.8,,,,,,,,,
,Eligible For Lunch,*,*,*,*,,,,,,,,,
,Not Eligible For Lunch,91.8,0.0,0.0,8.2,,,,,,,,,
,Special Education,85.7,0.0,0.0,14.3,,,,,,,,,
,Non-Special Education,90.9,0.0,0.0,9.1,,,,,,,,,
East Haddam School District,All Students,89.8,2.5,0.0,7.6,,,,,,,,,
,Hispanic,*,*,*,*,,,,,,,,,
,Non-Hispanic,89.5,2.6,0.0,7.9,,,,,,,,,
,Asian,*,*,*,*,,,,,,,,,
,Black,*,*,*,*,,,,,,,,,
,White,90.1,1.8,0.0,8.1,,,,,,,,,
,Male,84.0,4.0,0.0,12.0,,,,,,,,,
,Female,94.1,1.5,0.0,4.4,,,,,,,,,
,Non-ELL,89.8,2.5,0.0,7.6,,,,,,,,,
,Eligible For Lunch,*,*,*,*,,,,,,,,,
,Not Eligible For Lunch,91.9,0.9,0.0,7.2,,,,,,,,,
,Special Education,*,*,*,*,,,,,,,,,
,Non-Special Education,91.9,0.9,0.0,7.2,,,,,,,,,
East Hampton School District,All Students,92.0,2.7,0.0,5.4,,,,,,,,,
,Hispanic,*,*,*,*,,,,,,,,,
,Non-Hispanic,91.8,2.7,0.0,5.4,,,,,,,,,
,Indian,*,*,*,*,,,,,,,,,
,Asian,*,*,*,*,,,,,,,,,
,Black,*,*,*,*,,,,,,,,,
,White,92.9,1.4,0.0,5.7,,,,,,,,,
,Male,88.2,5.9,0.0,5.9,,,,,,,,,
,Female,95.1,0.0,0.0,4.9,,,,,,,,,
,Non-ELL,92.0,2.7,0.0,5.4,,,,,,,,,
,Eligible For Lunch,86.7,6.7,0.0,6.7,,,,,,,,,
,Not Eligible For Lunch,92.5,2.2,0.0,5.2,,,,,,,,,
,Special Education,77.8,22.2,0.0,0.0,,,,,,,,,
,Non-Special Education,93.9,0.0,0.0,6.1,,,,,,,,,
East Hartford School District,All Students,74.0,7.8,0.2,18.1,,,,,,,,,
,Hispanic,69.8,7.9,0.5,21.9,,,,,,,,,
,Non-Hispanic,76.1,7.7,0.0,16.3,,,,,,,,,
,Indian,*,*,*,*,,,,,,,,,
,Asian,89.2,8.1,0.0,2.7,,,,,,,,,
,Black,73.8,7.7,0.0,18.5,,,,,,,,,
,White,76.6,7.0,0.0,16.5,,,,,,,,,
,Male,69.8,11.0,0.3,18.9,,,,,,,,,
,Female,78.0,4.6,0.0,17.4,,,,,,,,,
,ELL,61.5,11.5,0.0,26.9,,,,,,,,,
,Non-ELL,74.5,7.6,0.2,17.8,,,,,,,,,
,Eligible For Lunch,69.0,9.5,0.3,21.2,,,,,,,,,
,Not Eligible For Lunch,79.0,6.0,0.0,15.0,,,,,,,,,
,Special Education,49.5,30.6,1.0,18.8,,,,,,,,,
,Non-Special Education,78.5,3.5,0.0,18.0,,,,,,,,,
East Haven School District,All Students,87.3,6.6,0.0,6.2,,,,,,,,,
,Hispanic,77.3,4.6,0.0,18.2,,,,,,,,,
,Non-Hispanic,88.2,6.8,0.0,5.1,,,,,,,,,
,Asian,90.0,0.0,0.0,10.0,,,,,,,,,
,Black,75.0,25.0,0.0,0.0,,,,,,,,,
,White,88.6,6.4,0.0,5.0,,,,,,,,,
,Male,82.8,9.4,0.0,7.8,,,,,,,,,
,Female,91.6,3.8,0.0,4.6,,,,,,,,,
,ELL,77.8,11.1,0.0,11.1,,,,,,,,,
,Non-ELL,87.6,6.4,0.0,6.0,,,,,,,,,
,Eligible For Lunch,83.0,5.7,0.0,11.3,,,,,,,,,
,Not Eligible For Lunch,88.4,6.8,0.0,4.9,,,,,,,,,
,Special Education,63.3,26.6,0.0,10.0,,,,,,,,,
,Non-Special Education,90.4,3.9,0.0,5.7,,,,,,,,,
East Lyme School District,All Students,93.9,3.2,0.0,2.9,,,,,,,,,
,Hispanic,72.7,9.1,0.0,18.2,,,,,,,,,
,Non-Hispanic,94.7,3.0,0.0,2.3,,,,,,,,,
,Indian,*,*,*,*,,,,,,,,,
,Asian,95.2,0.0,0.0,4.8,,,,,,,,,
,Black,*,*,*,*,,,,,,,,,
,White,94.9,2.9,0.0,2.2,,,,,,,,,
,Male,93.8,3.7,0.0,2.5,,,,,,,,,
,Female,93.9,2.7,0.0,3.4,,,,,,,,,
,Non-ELL,93.9,3.2,0.0,2.9,,,,,,,,,
,Eligible For Lunch,88.9,11.1,0.0,0.0,,,,,,,,,
,Not Eligible For Lunch,94.0,3.0,0.0,3.0,,,,,,,,,
,Special Education,73.0,24.3,0.0,2.7,,,,,,,,,
,Non-Special Education,96.7,0.4,0.0,2.9,,,,,,,,,
East Windsor School District,All Students,86.5,6.3,0.0,7.2,,,,,,,,,
,Hispanic,70.0,10.0,0.0,20.0,,,,,,,,,
,Non-Hispanic,88.1,5.9,0.0,5.9,,,,,,,,,
,Indian,*,*,*,*,,,,,,,,,
,Asian,*,*,*,*,,,,,,,,,
,Black,78.6,7.1,0.0,14.3,,,,,,,,,
,White,89.2,6.0,0.0,4.8,,,,,,,,,
,Male,86.2,6.9,0.0,6.9,,,,,,,,,
,Female,86.8,5.7,0.0,7.5,,,,,,,,,
,ELL,100.0,0.0,0.0,0.0,,,,,,,,,
,Non-ELL,85.9,6.6,0.0,7.5,,,,,,,,,
,Eligible For Lunch,76.9,11.5,0.0,11.5,,,,,,,,,
,Not Eligible For Lunch,89.4,4.7,0.0,5.9,,,,,,,,,
,Special Education,60.0,25.0,0.0,15.0,,,,,,,,,
,Non-Special Education,92.3,2.2,0.0,5.5,,,,,,,,,
Ellington School District,All Students,92.2,3.1,1.0,3.6,,,,,,,,,
,Hispanic,71.4,14.2,14.2,0.0,,,,,,,,,
,Non-Hispanic,93.0,2.7,0.5,3.8,,,,,,,,,
,Indian,*,*,*,*,,,,,,,,,
,Asian,87.5,12.5,0.0,0.0,,,,,,,,,
,Black,*,*,*,*,,,,,,,,,
,White,93.0,2.3,0.6,4.1,,,,,,,,,
,Male,91.7,4.2,1.0,3.1,,,,,,,,,
,Female,92.7,2.1,1.0,4.2,,,,,,,,,
,ELL,*,*,*,*,,,,,,,,,
,Non-ELL,92.6,3.2,1.1,3.2,,,,,,,,,
,Eligible For Lunch,*,*,*,*,,,,,,,,,
,Not Eligible For Lunch,93.1,2.7,1.1,3.2,,,,,,,,,
,Special Education,66.7,33.3,0.0,0.0,,,,,,,,,
,Non-Special Education,94.8,0.0,1.2,4.0,,,,,,,,,
Enfield School District,All Students,86.0,4.0,0.0,10.0,,,,,,,,,
,Hispanic,88.5,7.7,0.0,3.8,,,,,,,,,
,Non-Hispanic,85.8,3.8,0.0,10.4,,,,,,,,,
,Indian,*,*,*,*,,,,,,,,,
,Asian,76.9,7.7,0.0,15.4,,,,,,,,,
,Black,73.5,5.9,0.0,20.6,,,,,,,,,
,White,87.1,3.5,0.0,9.4,,,,,,,,,
,Male,81.4,5.5,0.0,13.1,,,,,,,,,
,Female,90.1,2.7,0.0,7.2,,,,,,,,,
,ELL,83.3,8.3,0.0,8.3,,,,,,,,,
,Non-ELL,86.0,3.9,0.0,10.1,,,,,,,,,
,Eligible For Lunch,74.1,7.1,0.0,18.8,,,,,,,,,
,Not Eligible For Lunch,89.4,3.1,0.0,7.5,,,,,,,,,
,Special Education,67.3,13.4,0.0,19.2,,,,,,,,,
,Non-Special Education,88.1,2.9,0.0,8.9,,,,,,,,,
Fairfield School District,All Students,91.9,3.0,0.0,5.2,,,,,,,,,
,Hispanic,81.0,0.0,0.0,19.0,,,,,,,,,
,Non-Hispanic,92.5,3.1,0.0,4.3,,,,,,,,,
,Asian,84.6,7.7,0.0,7.7,,,,,,,,,
,Black,82.4,5.9,0.0,11.8,,,,,,,,,
,White,93.1,2.9,0.0,4.0,,,,,,,,,
,Male,90.1,4.8,0.0,5.1,,,,,,,,,
,Female,93.6,1.1,0.0,5.3,,,,,,,,,
,ELL,*,*,*,*,,,,,,,,,
,Non-ELL,92.1,2.8,0.0,5.1,,,,,,,,,
,Eligible For Lunch,75.0,14.5,0.0,10.4,,,,,,,,,
,Not Eligible For Lunch,93.1,2.1,0.0,4.8,,,,,,,,,
,Special Education,81.2,11.5,0.0,7.2,,,,,,,,,
,Non-Special Education,93.0,2.0,0.0,5.0,,,,,,,,,
Farmington School District,All Students,91.7,1.9,0.3,6.1,,,,,,,,,
,Hispanic,64.3,7.1,0.0,28.6,,,,,,,,,
,Non-Hispanic,92.8,1.7,0.3,5.2,,,,,,,,,
,Asian,96.8,0.0,0.0,3.2,,,,,,,,,
,Black,88.9,5.6,0.0,5.6,,,,,,,,,
,White,92.6,1.7,0.3,5.4,,,,,,,,,
,Male,90.8,2.7,0.5,6.0,,,,,,,,,
,Female,92.7,1.1,0.0,6.2,,,,,,,,,
,ELL,*,*,*,*,,,,,,,,,
,Non-ELL,91.7,1.9,0.3,6.1,,,,,,,,,
,Eligible For Lunch,84.2,5.3,0.0,10.5,,,,,,,,,
,Not Eligible For Lunch,92.1,1.8,0.3,5.8,,,,,,,,,
,Special Education,76.5,5.9,2.9,14.7,,,,,,,,,
,Non-Special Education,93.3,1.5,0.0,5.2,,,,,,,,,
Glastonbury School District,All Students,94.8,2.1,0.0,3.1,,,,,,,,,
,Hispanic,92.6,0.0,0.0,7.4,,,,,,,,,
,Non-Hispanic,95.0,2.2,0.0,2.9,,,,,,,,,
,Indian,*,*,*,*,,,,,,,,,
,Asian,96.2,0.0,0.0,3.8,,,,,,,,,
,Black,79.0,5.3,0.0,15.8,,,,,,,,,
,White,95.8,2.2,0.0,2.0,,,,,,,,,
,Male,93.8,2.3,0.0,3.9,,,,,,,,,
,Female,96.0,1.8,0.0,2.2,,,,,,,,,
,ELL,*,*,*,*,,,,,,,,,
,Non-ELL,95.2,2.1,0.0,2.7,,,,,,,,,
,Eligible For Lunch,86.4,0.0,0.0,13.6,,,,,,,,,
,Not Eligible For Lunch,95.2,2.2,0.0,2.6,,,,,,,,,
,Special Education,83.6,14.7,0.0,1.6,,,,,,,,,
,Non-Special Education,96.5,0.2,0.0,3.3,,,,,,,,,
Granby School District,All Students,93.4,1.7,0.0,4.9,,,,,,,,,
,Hispanic,*,*,*,*,,,,,,,,,
,Non-Hispanic,93.9,1.7,0.0,4.4,,,,,,,,,
,Asian,*,*,*,*,,,,,,,,,
